trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.01, 'e': 0.024972002042276155}",30,0,38.38274806176939,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
370,False,"{'a': 0.01, 'e': 0.024723526470339388}",25,8,10.421169418591253,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.02447752327165267}",25,3,22.914255208403773,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.024233967845691113}",30,6,33.08757237086224,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.01, 'e': 0.023992835836709175}",20,0,30.669132376463654,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
374,False,"{'a': 0.01, 'e': 0.023754103131304997}",20,3,24.33671327199626,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.01, 'e': 0.023517745856009107}",20,9,15.080231620413699,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.023283740374897}",25,16,17.079708958678005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.01, 'e': 0.02305206328722557}",30,0,43.28592471069933,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.01, 'e': 0.02282269142509297}",20,8,19.74184025448127,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.01, 'e': 0.022595601851121864}",20,12,17.653890583221788,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.01, 'e': 0.02237077185616559}",20,10,14.88458867989625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.01, 'e': 0.022148178957037315}",25,15,-24.077033375728956,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
382,False,"{'a': 0.01, 'e': 0.02192780089426161}",30,20,20.94410942011954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.01, 'e': 0.02170961562984857}",20,0,26.68471393900661,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.01, 'e': 0.021493601345089923}",30,3,36.26448669710825,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.01, 'e': 0.02127973643837717}",25,11,21.40256044795941,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.01, 'e': 0.021067999523041434}",20,7,12.920662646194788,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.02085836942521472}",20,0,25.69109155218615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.01, 'e': 0.020650825181712566}",20,0,18.88751944631979,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
389,False,"{'a': 0.01, 'e': 0.020445346037937653}",30,13,31.209622620217942,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.01, 'e': 0.02024191144580439}",30,23,14.456144921689328,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.020040501061684014}",20,0,30.63061729322021,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.01, 'e': 0.019841094744370288}",25,16,13.515875242782922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.019643672553065292}",20,0,3.0214756888393874,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
394,False,"{'a': 0.01, 'e': 0.01944821474538539}",25,7,33.09830308572431,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.01925470177538692}",25,14,21.83935519107888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.01, 'e': 0.019063114291611637}",30,6,29.186104988998952,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.01, 'e': 0.018873433135151486}",25,17,4.8929965358842455,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01, 'e': 0.018685639337732773}",20,0,29.153775264834863,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.01, 'e': 0.018499714119819242}",20,0,13.574057502491417,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
400,False,"{'a': 0.01, 'e': 0.01831563888873418}",20,12,13.147789984789142,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.01, 'e': 0.018133395236801075}",25,0,32.31996259765398,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.01, 'e': 0.01795296493950285}",20,6,19.744689929414218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.01777432995365944}",25,17,13.306831697434156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.01, 'e': 0.017597472415623393}",30,0,-12.943009973892915,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
405,False,"{'a': 0.01, 'e': 0.017422374639493515}",20,0,17.770368453524206,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.01, 'e': 0.017249019115346265}",25,0,38.48407938039713,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
407,False,"{'a': 0.01, 'e': 0.017077388507484793}",25,0,33.20077659345986,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
408,False,"{'a': 0.01, 'e': 0.01690746565270528}",25,0,31.65332657231812,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.01, 'e': 0.016739233558580632}",30,18,18.698637155996757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.01, 'e': 0.016572675401761255}",20,0,29.24134520559204,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.01, 'e': 0.016407774526292645}",25,0,35.6678763872844,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.01, 'e': 0.01624451444194987}",20,0,28.801387042111806,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.01, 'e': 0.016082878822588433}",20,0,30.33712762488682,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.01, 'e': 0.015922851504511698}",20,10,19.810629391809485,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.01, 'e': 0.015764416484854486}",25,0,34.767140081967426,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.01, 'e': 0.01560755791998283}",25,13,20.150090534723862,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.01, 'e': 0.015452260123909515}",35,24,20.397281292385728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.01, 'e': 0.015298507566725518}",25,2,37.351274552499774,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.01514628487304698}",25,0,35.0847552537621,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.01, 'e': 0.014995576820477703}",20,6,24.798951804256923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.014846368338086832}",25,0,28.469349101733652,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.01, 'e': 0.014698644504901784}",25,11,23.872829886581883,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.01, 'e': 0.014552390548416123}",25,3,32.57533531584364,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.01440759184311235}",20,12,9.882401308896263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.01, 'e': 0.014264233908999256}",25,5,33.14133934838579,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.014122302410163962}",20,16,6.264218552476903,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.013981783153338296}",25,14,17.203687617369855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.013842662086479501}",25,0,20.17297043861286,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
429,False,"{'a': 0.01, 'e': 0.013704925297364945}",20,5,24.091995854610925,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.013568559012200934}",35,20,27.66736424632304,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.013433549594245302}",20,15,8.865195607319517,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.013299883542443767}",30,0,34.74725666195637,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
433,False,"{'a': 0.01, 'e': 0.013167547490079751}",25,8,27.42993755712242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.01, 'e': 0.013036528203437736}",20,0,28.085394430992597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
435,False,"{'a': 0.01, 'e': 0.012906812580479862}",30,17,26.361812927900367,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.01277838764953576}",20,3,24.20299733957513,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.01, 'e': 0.012651240568005305}",20,7,19.20722726336098,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.01, 'e': 0.012525358621074385}",25,11,25.865789916712757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.01, 'e': 0.012400729220443406}",25,0,32.857327913948914,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
440,False,"{'a': 0.01, 'e': 0.012277339903068436}",25,17,14.281418642291925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.012155178329914935}",25,11,23.63505428265116,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.012034232284723775}",35,1,35.78624132718385,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.01, 'e': 0.011914489672789647}",20,12,13.484130902922313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.011795938519751562}",20,0,29.476608665853515,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
445,False,"{'a': 0.01, 'e': 0.011678566970395442}",30,0,45.39123433258355,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
446,False,"{'a': 0.01, 'e': 0.011562363287468536}",20,0,-0.9961064210860022,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
447,False,"{'a': 0.01, 'e': 0.01144731585050571}",30,23,14.540570576413284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.01, 'e': 0.011333413154667387}",20,0,33.25696516011254,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.01, 'e': 0.011220643809589084}",25,0,27.552179255898018,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.01, 'e': 0.011108996538242306}",20,13,15.036822074412154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.010998460175806881}",20,0,25.494628816824708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
452,False,"{'a': 0.01, 'e': 0.01088902366855444}",25,15,20.481633473982804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.010780676072743084}",30,9,31.274585162628693,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.010673406553522925}",20,8,20.872225539227326,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.010567204383852655}",20,14,12.079702630611889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.010462058943426795}",35,0,-45.22793647214558,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 2}",0
457,False,"{'a': 0.01, 'e': 0.010357959717613696}",30,0,-0.47550152951341795,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
458,False,"{'a': 0.01, 'e': 0.010254896296404022}",20,3,27.095698117074374,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.01, 'e': 0.010152858373369763}",20,12,1.8641881995604528,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.010051835744633576}",25,5,34.33713443831881,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.00995181830784842}",35,4,47.43253611705257,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,6,21.443980222751055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,2,33.890236646011566,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,6,26.82895375744147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,9,22.39628887326253,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,10,17.90478643407042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,3,21.48177090488752,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,0,35.28933713767398,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",25,7,28.164478664529454,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,5,39.37021034167031,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,9,30.9926936743189,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
