trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",25,4,-21.870019446667087,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
185,False,"{'a': 0.01, 'e': 0.1572371663136276}",25,17,6.271352618975807,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.1556726303679973}",20,0,-11.68141976555243,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",20,0,5.281127160807582,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",20,0,29.528382688392764,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",30,0,41.97129676229376,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",25,0,9.34566779346087,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",20,11,15.411146986306264,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",20,2,20.75948213843742,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",25,0,19.505943638855907,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",30,4,40.28367042884578,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.1422740715865136}",25,7,-25.015843952782546,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.01, 'e': 0.140858420921045}",35,21,-20.226732738418985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,8,-0.005737961607061415,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",30,9,-21.636282065632518,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",20,0,-50.44523263905784,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",20,0,-9.29375492228443,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",20,2,-0.518203292585361,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",30,0,8.318066403729704,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",25,14,11.60874335070207,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.1300287108784259}",20,0,20.434018537449457,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",20,0,14.873360841852662,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",25,14,-1.3657165844663788,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",20,8,-24.45943019231845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",20,0,13.314296954915541,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",20,11,-0.1700411718829764,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.1224564282529819}",20,8,10.613976313615364,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",20,0,21.651321715723082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",25,0,-5.658311802014412,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",20,5,0.46946646205674436,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",25,10,14.312721059689792,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",35,9,-50.32735901308013,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 2}",1
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,14,10.978227282990211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",20,16,5.157243127392214,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",20,0,25.509935934191564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",20,2,27.414093056646923,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,3,16.339493835605715,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",20,0,4.005844198818705,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,0,4.6299034795325325,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,16,8.459335504738883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.1064585043792528}",20,0,-11.789906874057912,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",20,3,34.62897305460722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.104350484754765}",25,0,-10.919984339989664,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",20,0,-31.396541879057256,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",20,0,6.754128538289159,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",20,14,10.566515573374337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.1002588437228037}",20,0,5.515886107636359,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
231,False,"{'a': 0.01, 'e': 0.09926125155964566}",30,0,9.210388214706702,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
232,False,"{'a': 0.01, 'e': 0.09827358560436154}",20,0,1.8420091875280695,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
233,False,"{'a': 0.01, 'e': 0.09729574708953276}",30,0,-3.333734764522945,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
234,False,"{'a': 0.01, 'e': 0.09632763823049303}",25,7,26.851733355557926,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.09536916221554961}",20,8,-8.488360705975738,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.09442022319630235}",25,0,-8.946211154516742,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
237,False,"{'a': 0.01, 'e': 0.09348072627805847}",25,0,33.8217855637582,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",20,0,-26.14228945704388,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
239,False,"{'a': 0.01, 'e': 0.09162968387750484}",20,0,-29.686131255002287,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
240,False,"{'a': 0.01, 'e': 0.09071795328941251}",20,0,5.341938964176399,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
241,False,"{'a': 0.01, 'e': 0.08981529457224763}",20,8,-22.453971646060584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.01, 'e': 0.08892161745938634}",20,16,9.019324516388151,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08803683258237255}",20,14,4.328369004499649,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.0871608514619813}",20,6,12.069006979129707,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.0862935864993705}",25,15,18.31373368649166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.08543495096732123}",25,11,8.343955391142838,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08458485900156469}",25,8,19.518299921503917,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.08374322559219596}",30,18,18.57830375756718,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08290996657517266}",25,12,27.014465279222737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",25,17,9.361828002761534,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08126823924089167}",20,1,-3.382094869625297,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.08045960674953244}",30,0,28.86803913280447,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
253,False,"{'a': 0.01, 'e': 0.07965902028589801}",20,0,2.129589132177614,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
254,False,"{'a': 0.01, 'e': 0.07886639979067495}",20,16,9.901288684886278,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07808166600115313}",20,8,6.478808942309083,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.07730474044329974}",25,18,15.729311915770614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07653554542391151}",25,19,10.587599645507735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07577400402284548}",30,2,21.474047945638265,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07502004008532698}",30,0,5.1391935430200295,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
260,False,"{'a': 0.01, 'e': 0.07427357821433388}",20,0,13.113998612642881,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
261,False,"{'a': 0.01, 'e': 0.0735345437630571}",20,0,28.099666843624476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.01, 'e': 0.07280286282743559}",20,4,16.287491467167907,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",25,0,37.38948919765321,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.01, 'e': 0.07136126955638605}",25,0,24.921128940695557,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.01, 'e': 0.0706512130604296}",30,18,18.343316986909652,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.06994822174465536}",20,15,-1.7133608388877377,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.069252225309346}",25,2,32.250974265621984,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.06856315415427791}",25,3,6.031123965620767,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06788093937176144}",25,0,-14.83315808991329,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
270,False,"{'a': 0.01, 'e': 0.06720551273974976}",20,8,25.6527109729593,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06653680671501686}",35,10,35.52545314635721,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06587475442640295}",30,0,5.021066652631134,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
273,False,"{'a': 0.01, 'e': 0.06521928966812753}",30,16,23.48241199152779,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",20,10,2.812914387160212,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",20,8,-0.7677568795806851,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.0632917683596407}",20,0,-24.84673926363717,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
277,False,"{'a': 0.01, 'e': 0.06266200474215315}",20,7,27.021351782811234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",20,6,29.135098075316144,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06142121391500013}",35,3,-11.559474277472361,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.01, 'e': 0.06081006262521795}",20,9,20.578247547017185,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.06020499239237354}",30,12,28.813044221908612,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05960594270893937}",30,7,37.42847562638348,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05901285366944784}",20,0,26.88265272250687,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05842566596450083}",20,11,12.277416769564171,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",25,12,6.171225177889128,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.05726876026546736}",20,0,7.309262641149948,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
287,False,"{'a': 0.01, 'e': 0.0566989265798469}",25,12,17.177499969173375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",20,0,29.5063215558981,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.01, 'e': 0.05557621261148306}",35,0,-32.09488063435792,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 2}",0
290,False,"{'a': 0.01, 'e': 0.05502322005640723}",20,7,18.945429500569006,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05447572986918986}",25,14,18.019671883986213,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.05393368730035602}",25,0,32.22631417589902,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",20,2,25.1065666537672,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05286572873835037}",20,12,14.105483491530002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05233970594843238}",25,7,33.33808241613462,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05181891717272583}",30,15,28.86896967528215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.05130331033191911}",30,14,17.4478384301548,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.0507928338648985}",20,0,24.600723297314197,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.01, 'e': 0.050287436723591865}",20,7,-4.820649744000509,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.049787068367863944}",20,7,24.54607218532748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.04929167876046215}",20,3,24.96961934125812,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.04880121836201296}",30,11,32.21180864863237,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.04831563812606777}",35,0,41.764255471830815,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
304,False,"{'a': 0.01, 'e': 0.04783488949419837}",20,3,15.619030055740962,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04735892439114091}",20,0,15.163493828096849,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
306,False,"{'a': 0.01, 'e': 0.046887695219988486}",25,14,14.495870067731484,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.04642115485743125}",35,5,4.285522631676224,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.01, 'e': 0.045959256649044204}",20,0,22.49189708269256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.01, 'e': 0.04550195440462157}",20,5,24.209441430300046,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.0450492023935578}",35,20,14.347931863404646,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.044600955340274535}",25,18,13.267580808140067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.04415716841969286}",25,0,22.906656853556292,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.01, 'e': 0.04371779725275094}",35,23,20.346525556650533,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.043282797901965896}",20,0,24.68454390610706,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.01, 'e': 0.04285212686704019}",20,0,-25.908080144564828,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
316,False,"{'a': 0.01, 'e': 0.042425741080511385}",25,3,26.148276193459644,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.04200359790344555}",20,0,29.4951861853232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
318,False,"{'a': 0.01, 'e': 0.04158565512117316}",20,0,24.62542669645899,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
319,False,"{'a': 0.01, 'e': 0.04117187093906774}",20,0,8.780763031828302,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.01, 'e': 0.04076220397836621}",20,0,34.70021169398779,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.04035661327203115}",25,0,33.774734034834694,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,False,"{'a': 0.01, 'e': 0.039955058260653896}",20,9,16.33405033499722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039557498788398725}",20,12,14.130079443278873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.039163895098987066}",25,16,14.056600397868054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.03877420783172201}",30,11,31.800729757005094,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.038388398017552054}",25,0,36.18714771469681,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.01, 'e': 0.038006427075174314}",35,20,-19.575889663227095,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.01, 'e': 0.0376282568071762}",30,16,21.0349556326498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.03725384939621581}",30,4,41.8784724694081,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.036883167401239994}",20,1,25.411521215655466,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.0365161737537404}",20,0,25.53214859313955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.01, 'e': 0.03615283175404641}",25,7,28.394395610804153,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.0357931050676553}",25,3,16.21143635300839,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.03543695772159864}",20,0,30.26260112822561,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.01, 'e': 0.035084354100845025}",30,8,33.693529877529976,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.03473525894473856}",20,0,29.04203385034962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.01, 'e': 0.03438963734347271}",25,13,-2.940348140294359,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.034047454734599344}",30,8,41.8744283652535,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.033708676899572396}",20,14,14.550221043314787,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.03337326996032608}",20,12,14.752138269987782,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.03304120037588693}",20,15,9.268609497125412,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.03271243493901982}",30,0,-2.3135344174292998,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
343,False,"{'a': 0.01, 'e': 0.03238694077290704}",25,10,21.10745951538894,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.03206468532786077}",30,17,22.77799693342271,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.03174563637806794}",20,8,15.426525602848184,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03142976201836771}",25,0,27.067436258416162,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.01, 'e': 0.03111703066106086}",25,11,24.78177251717726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.030807411032751076}",20,14,-31.160190431597464,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.01, 'e': 0.030500872171217483}",20,2,22.38554515827017,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.0301973834223185}",25,14,9.459766022708111,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.01, 'e': 0.029896914436926308}",30,6,25.368084895795608,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.029599435167892}",30,10,26.33846258290896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.029304915867040746}",25,10,26.54680331956031,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.029013327082197053}",20,0,4.542628914987279,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
355,False,"{'a': 0.01, 'e': 0.028724639654239423}",20,9,19.65023457521599,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.028438824714184505}",20,13,13.857238897400334,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.028155853680300096}",30,8,-6.144073994542106,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
358,False,"{'a': 0.01, 'e': 0.027875698255247015}",30,18,4.471588533666475,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.027598330423249287}",20,0,24.390254965531696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.01, 'e': 0.02732372244729256}",30,0,20.39290388125964,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
361,False,"{'a': 0.01, 'e': 0.027051846866350416}",30,0,33.44773826068365,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.026782676492638175}",20,0,18.75272727653527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.01, 'e': 0.02651618440889418}",30,5,39.947344113193886,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.02625234396568796}",25,0,37.189998381949174,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
365,False,"{'a': 0.01, 'e': 0.025991128778755347}",30,2,11.742608754860242,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.02573251272635994}",35,22,21.99782911715099,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.025476469946681016}",35,8,30.272670497879886,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.025222974835227212}",20,0,-23.080394391351344,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
